t,m,i,F 00-03,F 04-08,F 09-13,F 14-18,F 19-30,F 31-50,F 51+,M 00-03,M 04-08,M 09-13,M 14-18,M 19-30,M 31-50,M 51+,M NA,log HSize,F NA
2014-15,Bamako,1018006,1,,1,,3,1,4,1,1,,1,2,1,1,,2.833213344,
2014-15,Bamako,1018007,,2,1,4,2,1,2,,,,,1,1,1,,2.708050201,
2014-15,Bamako,1018008,,1,1,1,3,1,,,,,,,1,,,2.079441542,
2014-15,Bamako,1018009,,,1,1,,1,,,,,,2,1,,,1.791759469,
2014-15,Bamako,1019001,,1,1,1,,,1,,,,,,1,,,1.609437912,
2014-15,Bamako,1019002,,,,,1,,,1,1,1,,,1,,,1.609437912,
2014-15,Bamako,1019003,1,1,1,,1,,,,,,,,,1,,1.609437912,
2014-15,Bamako,1019004,,1,,,1,1,,1,1,,,,1,,,1.791759469,
2014-15,Bamako,1019005,,1,,2,,1,,,,1,,,,1,,1.791759469,
2014-15,Bamako,1019006,,,2,,1,1,,,,,1,,1,,,1.791759469,
2014-15,Bamako,1019007,1,1,,,,1,,,1,,,,,1,,1.609437912,
2014-15,Bamako,1019008,1,,,,1,,1,1,,,1,,,,,1.609437912,
2014-15,Bamako,1019009,,2,1,2,3,1,,2,1,1,1,2,2,1,,2.944438979,
2014-15,Kayes,102003,2,2,1,1,,1,,1,,,,1,,1,,2.302585093,
2014-15,Kayes,102006,,3,,,1,1,,2,,,,,1,,,2.079441542,
2014-15,Kayes,102009,1,3,,2,,2,,,,4,1,2,1,1,,2.833213344,
2014-15,Bamako,1020001,1,1,,,1,,,1,,,,1,,,,1.609437912,
2014-15,Bamako,1020002,1,,,1,1,,,,,1,1,1,1,,,1.945910149,
2014-15,Bamako,1020003,1,,,,1,,,1,2,,,,1,,,1.791759469,
2014-15,Bamako,1020004,1,,,,1,,,,,,,,1,,,1.098612289,
2014-15,Bamako,1020005,,,,,,,,,,,,,1,,,,
2014-15,Bamako,1020006,,,1,1,1,1,,,,1,,2,1,1,,2.197224577,
2014-15,Bamako,1020007,,1,,,,1,,,1,,,,1,,,1.386294361,
2014-15,Bamako,1020008,1,,,,1,,,1,2,1,,,1,,,1.945910149,
2014-15,Bamako,1020009,2,,1,1,,2,,2,2,1,1,3,1,,,2.772588722,
2014-15,Bamako,1021001,,,,,1,,,,,,,,1,,,0.6931471806,
2014-15,Bamako,1021002,,2,,,1,,,,,,,1,1,,,1.609437912,
2014-15,Bamako,1021003,,,,,,1,,,,,,,,1,,0.6931471806,
2014-15,Bamako,1021004,,,,,,,,,,,,1,,,,,
2014-15,Bamako,1021005,,,,1,,1,,,,,,,1,,,1.098612289,
2014-15,Bamako,1021006,,,,1,,1,,1,1,,,3,,1,,2.079441542,
2014-15,Bamako,1021007,,,,,,1,,,,,,,,1,,0.6931471806,
2014-15,Bamako,1021008,1,,,,1,,,,2,1,,1,1,,,1.945910149,
2014-15,Bamako,1021009,,1,,,1,,,,,1,,,1,,,1.386294361,
2014-15,Bamako,1022001,,2,1,1,,1,,1,,,,1,1,,,2.079441542,
2014-15,Bamako,1022002,,2,,1,1,1,,,,1,,2,,,,2.079441542,
2014-15,Bamako,1022003,,,1,1,1,1,1,,,1,,,2,,,2.079441542,
2014-15,Bamako,1022004,,,,1,,1,,,,,1,2,,,,1.609437912,
2014-15,Bamako,1022005,2,2,,,2,1,1,1,1,3,3,1,2,,,2.944438979,
2014-15,Bamako,1022006,,,,,,,,,,,,2,,,,0.6931471806,
2014-15,Bamako,1022007,,,,,,,,,,,,1,,,,,
2014-15,Bamako,1022008,,,,,,1,1,,,,,4,,,,1.791759469,
2014-15,Bamako,1022009,,1,,,1,1,,,,1,,,,1,,1.609437912,
2014-15,Bamako,1023001,,1,,,1,,,,1,,,,1,,,1.386294361,
2014-15,Bamako,1023002,1,,,,1,,,1,,,,,1,,,1.386294361,
2014-15,Bamako,1023003,,,,,1,,,1,,,,,1,,,1.098612289,
2014-15,Bamako,1023004,,2,,,1,,1,1,,,,,1,,,1.791759469,
2014-15,Bamako,1023005,1,1,,1,1,1,1,,1,1,,,1,1,,2.302585093,
2014-15,Bamako,1023006,1,,,2,,1,,1,2,1,,,1,,,2.197224577,
2014-15,Bamako,1023007,,1,,,1,,,,,1,,,1,,,1.386294361,
2014-15,Bamako,1023008,,,2,1,,1,,,1,1,1,,,,,1.945910149,
2014-15,Bamako,1023009,,,,,1,,,,,,,,1,,,0.6931471806,
2014-15,Bamako,1024001,,,3,2,,1,1,1,1,,1,,1,,,2.397895273,
2014-15,Bamako,1024002,,,,,,1,,,1,,,2,,1,,1.609437912,
2014-15,Bamako,1024003,,,,,,2,,,,,,1,,,,1.098612289,
2014-15,Bamako,1024004,,,,1,,1,,,1,1,1,,1,,,1.791759469,
2014-15,Bamako,1024005,1,1,1,1,1,1,,1,1,2,1,,,1,,2.48490665,
2014-15,Bamako,1024006,1,,1,,2,,1,1,1,1,,,1,,,2.197224577,
2014-15,Bamako,1024007,,,,,,1,,1,2,2,1,1,,1,,2.197224577,
2014-15,Bamako,1024008,1,,,,1,,1,1,,,,1,,,,1.609437912,
2014-15,Bamako,1024009,,,,,,,1,,,,,2,1,,,1.386294361,
2014-15,Bamako,1025001,,3,4,,1,1,1,,2,,1,1,3,1,,2.890371758,
2014-15,Bamako,1025002,1,1,,2,2,2,1,1,,1,,6,1,1,,2.944438979,
2014-15,Bamako,1025003,2,1,,1,1,1,,,,1,1,1,,,,2.197224577,
2014-15,Bamako,1025004,,1,,1,1,,,,1,,,,1,,,1.609437912,
2014-15,Bamako,1025005,,,,,,,1,,,,,,,,,,
2014-15,Bamako,1025006,2,1,1,1,1,1,1,1,3,3,1,1,3,,,2.995732274,
2014-15,Bamako,1025007,,,,,1,,1,,,,,2,,1,,1.609437912,
2014-15,Bamako,1025008,2,1,1,1,3,2,,1,2,2,,1,2,1,,2.944438979,
2014-15,Bamako,1025009,,,,,1,,,,,,,,1,,,0.6931471806,
2014-15,Bamako,1026001,,1,1,,,2,3,1,1,1,,,2,1,,2.564949357,
2014-15,Bamako,1026002,,,,1,,1,,,,,,,,1,,1.098612289,
2014-15,Bamako,1026003,1,2,,,1,,,1,,,,,1,,,1.791759469,
2014-15,Bamako,1026004,,,,,,,,,,,,3,1,,,1.386294361,
2014-15,Bamako,1026005,,,,,1,,1,1,,1,,,1,,,1.609437912,
2014-15,Bamako,1026006,,,1,,,1,,,1,2,,,1,,,1.791759469,
2014-15,Bamako,1026007,,,,,,,1,1,,,,4,1,,,1.945910149,
2014-15,Bamako,1026008,1,1,1,1,1,,,,1,,,,1,,,1.945910149,
2014-15,Bamako,1026009,,1,,,,1,,,,,,,,,,0.6931471806,
2014-15,Bamako,1027001,,,,,,1,,,,,,,,,,,
2014-15,Bamako,1027002,,,1,1,,1,,,1,2,2,,,1,,2.197224577,
2014-15,Bamako,1027003,,,1,,2,1,1,1,1,1,,3,,,,2.397895273,
2014-15,Bamako,1027004,,,,,,1,,,1,,,1,,1,,1.386294361,
2014-15,Bamako,1027005,,1,,,,1,,,1,,,,,,,1.098612289,
2014-15,Bamako,1027006,1,,,,1,,,1,,,,1,1,,,1.609437912,
2014-15,Bamako,1027007,,1,,2,1,1,1,,1,,,,,,,1.945910149,
2014-15,Bamako,1027008,2,,,,1,,,,2,,,1,,,,1.791759469,
2014-15,Bamako,1027009,,,,1,,,,1,,,,,1,,,1.098612289,
2014-15,Bamako,1028001,1,2,1,,,1,,,,,,,1,,,1.791759469,
2014-15,Bamako,1028002,,,,,1,,,2,,,,1,,,,1.386294361,
2014-15,Bamako,1028003,,,,,3,,1,,,,,1,1,1,,1.945910149,
2014-15,Bamako,1028005,,,,,1,,1,,,,,,,,,0.6931471806,
2014-15,Bamako,1028006,,,,,,,,,,,,1,,,,,
2014-15,Bamako,1028007,,,,1,2,1,1,1,1,,1,4,1,,,2.564949357,
2014-15,Bamako,1028008,,,,,,,,,,,,1,,,,,
2014-15,Bamako,1028009,,,,,1,,,,,,,,1,,,0.6931471806,
2014-15,Bamako,1029001,1,1,,,1,,1,,1,,,1,1,1,,2.079441542,
2014-15,Bamako,1029002,,,,1,1,1,,,1,1,,1,,1,,1.945910149,
2014-15,Bamako,1029003,,,1,,1,,,1,1,,,,1,,,1.609437912,
2014-15,Bamako,1029004,2,2,,1,,,1,1,1,2,,,,,,2.302585093,
2014-15,Bamako,1029005,1,,1,1,1,2,1,,1,,,1,1,,,2.302585093,
2014-15,Bamako,1029006,,,1,,,1,,,3,,2,3,1,,,2.397895273,
2014-15,Bamako,1029007,,,,,,,,,,,,,1,,,,
2014-15,Bamako,1029008,1,1,1,,,1,2,,1,1,2,1,,2,,2.564949357,
2014-15,Bamako,1029009,1,1,,1,1,,,1,1,,,,1,,,1.945910149,
2014-15,Kayes,103003,,,,1,1,1,,2,2,2,1,1,,1,,2.48490665,
2014-15,Kayes,103006,1,,2,,,2,,2,4,,,2,1,,,2.63905733,
2014-15,Kayes,103009,1,1,,,1,,,1,2,1,,,,1,,2.079441542,
2014-15,Bamako,1030001,1,1,,,1,,1,,,,1,,1,,,1.791759469,
2014-15,Bamako,1030002,1,,,,1,,,1,,,,2,,,,1.609437912,
2014-15,Bamako,1030003,,,,1,,,1,,,,,,,1,,1.098612289,
2014-15,Bamako,1030004,1,,,,1,,,,1,,,,1,,,1.386294361,
2014-15,Bamako,1030005,,,,,1,,,,,,,,1,,,0.6931471806,
2014-15,Bamako,1030006,,,,,,1,,,,,,,,,,,
2014-15,Bamako,1030008,,,2,,,,1,,,,,,,,,1.098612289,
2014-15,Bamako,1031001,,,,,,,,,,,,1,,,,,
2014-15,Bamako,1031002,,,,1,,,1,,,,,,,1,,1.098612289,
2014-15,Bamako,1031003,,,,,,1,,1,1,,,2,1,,,1.791759469,
2014-15,Bamako,1031004,1,,,,1,,,,,,,1,1,,,1.386294361,
2014-15,Bamako,1031005,1,,,1,,,,,,,,1,,,,1.098612289,
2014-15,Bamako,1031006,,2,1,1,1,1,,1,,,1,,1,,,2.197224577,
2014-15,Bamako,1031007,,,,,5,,3,,,,,2,1,1,,2.48490665,
2014-15,Bamako,1031008,1,1,,,1,1,,,,,,,1,,,1.609437912,
2014-15,Bamako,1032001,,,,,,1,,,1,,,,,,,0.6931471806,
2014-15,Bamako,1032002,1,,,1,1,1,1,,,,,2,,,,1.945910149,
2014-15,Bamako,1032003,,1,,,1,,,,,,,,,,,0.6931471806,
2014-15,Bamako,1032004,,,,,,,,,,,,,1,,,,
2014-15,Bamako,1032005,1,,,,1,,,,,,,1,,,,1.098612289,
2014-15,Bamako,1032006,,,,1,2,1,1,,1,,,,,1,,1.945910149,
2014-15,Bamako,1032007,1,1,,,1,,,,1,,,,,1,,1.609437912,
2014-15,Bamako,1032008,,1,,,,1,,,1,,,,1,,,1.386294361,
2014-15,Bamako,1032009,,,,,2,,,,,,,2,1,,,1.609437912,
2014-15,Bamako,1033001,1,1,,,1,,,,,,,,1,,,1.386294361,
2014-15,Bamako,1033002,1,,,,1,,,,,,,,1,,,1.098612289,
2014-15,Bamako,1033003,,,1,,1,2,,1,1,,,,2,,,2.079441542,
2014-15,Bamako,1033004,1,,,,,1,,,,,,,1,,,1.098612289,
2014-15,Bamako,1033005,,,,1,1,1,,,1,1,2,3,,1,,2.397895273,
2014-15,Bamako,1033006,,,,,,,,,,,,,1,,,,
2014-15,Bamako,1033007,1,1,,2,,1,2,,,,,2,,1,,2.302585093,
2014-15,Bamako,1033008,,,,,,,,,,,,1,,,,,
2014-15,Bamako,1034001,,,,,,,,,,,,2,,,,0.6931471806,
2014-15,Bamako,1034002,,1,2,,,1,,1,,,1,,1,,,1.945910149,
2014-15,Bamako,1034003,,1,,,1,1,,,1,1,,,1,,,1.791759469,
2014-15,Bamako,1034005,,,1,2,,1,,1,,,,,,1,,1.791759469,
2014-15,Bamako,1034006,,,,,,,,,,,,,1,,,,
2014-15,Bamako,1034007,,,,,,,,,,1,,1,,,,0.6931471806,
2014-15,Bamako,1034008,,1,,,,1,,,,,,,,,,0.6931471806,
2014-15,Bamako,1034009,,,,,,,,,,,,,1,,,,
2014-15,Bamako,1035001,,2,1,1,,2,1,3,1,2,4,2,2,,,3.044522438,
2014-15,Bamako,1035002,,,,2,1,,,2,,,,,1,,,1.791759469,
2014-15,Bamako,1035003,,,,,1,,,1,,,,,1,,,1.098612289,
2014-15,Bamako,1035004,,,,,1,,,1,,,,1,,,,1.098612289,
2014-15,Bamako,1035005,1,,,,,1,,,1,2,2,,1,,,2.079441542,
2014-15,Bamako,1035006,,,1,,,,1,,,,,1,,1,,1.386294361,
2014-15,Bamako,1035007,1,1,,3,,1,,1,,,,,1,,,2.079441542,
2014-15,Bamako,1035008,,,,,,1,,,1,1,,,1,,,1.386294361,
2014-15,Bamako,1035009,,,1,,1,2,2,,2,,1,5,,1,,2.708050201,
2014-15,Bamako,1036001,,,,2,2,1,,,,1,,2,1,1,,2.302585093,
2014-15,Bamako,1036002,,,,,,1,,,1,,,,1,,,1.098612289,
2014-15,Bamako,1036004,,1,1,2,,1,,,,1,1,2,1,,,2.302585093,
2014-15,Bamako,1036005,,,,1,,1,1,2,,,,,,,,1.609437912,
2014-15,Bamako,1036006,,,,,1,,,1,,,,,1,,,1.098612289,
2014-15,Bamako,1036007,,,1,,3,1,1,1,,,,1,1,1,,2.302585093,
2014-15,Bamako,1036008,,,,,,1,,,,,,,1,,,0.6931471806,
2014-15,Bamako,1036009,,,,2,1,,,,1,1,,,1,,,1.791759469,
2014-15,Bamako,1037001,,1,1,,1,,,,1,,,,1,,,1.609437912,
2014-15,Bamako,1037002,1,1,1,1,1,2,1,,1,1,,1,,2,,2.564949357,
2014-15,Bamako,1037003,1,,,,1,,,,,,,,1,,,1.098612289,
2014-15,Bamako,1037004,2,,1,,4,,1,,,,,,1,1,,2.302585093,
2014-15,Bamako,1037005,,,,,2,,1,,,,,,3,,,1.791759469,
2014-15,Bamako,1037006,,1,2,4,1,2,2,,1,1,1,1,1,2,,2.944438979,
2014-15,Bamako,1037007,1,,,,2,1,1,,1,1,,4,1,1,,2.564949357,
2014-15,Bamako,1037008,,,,,,,,,,,,1,,,,,
2014-15,Bamako,1037009,,1,,2,,1,,,,,,1,,1,,1.791759469,
2014-15,Bamako,1038001,,,,,,,,,,,,1,,,,,
2014-15,Bamako,1038002,,1,1,,1,,,,,,,,1,,,1.386294361,
2014-15,Bamako,1038003,1,,,,,1,,,1,,,,1,,,1.386294361,
2014-15,Bamako,1038004,,,,,,,1,,,,,,,,,,
2014-15,Bamako,1038005,,,,1,1,1,,,,,,,1,,,1.386294361,
2014-15,Bamako,1038006,,,,1,,,,,,,,,1,,,0.6931471806,
2014-15,Bamako,1038007,,2,1,,2,2,,1,2,1,,3,,1,,2.708050201,
2014-15,Bamako,1038008,,,,,1,,,,,,1,1,,,,1.098612289,
2014-15,Bamako,1039001,1,,1,,2,,,2,1,,2,10,,,,2.944438979,
2014-15,Bamako,1039002,,,,,1,1,,,,1,2,2,,1,,2.079441542,
2014-15,Bamako,1039003,2,1,,2,1,1,,,2,2,2,5,,1,,2.944438979,
2014-15,Bamako,1039004,,1,,2,1,1,,,1,1,1,1,1,,,2.302585093,
2014-15,Bamako,1039005,,,1,3,,1,,,1,,,,,1,,1.945910149,
2014-15,Bamako,1039006,2,,1,,1,,2,,1,,1,1,1,,,2.302585093,
2014-15,Bamako,1039008,,,2,,,1,,,1,,,1,,,,1.609437912,
2014-15,Bamako,1039009,,,,,2,2,,2,2,2,1,1,1,1,,2.63905733,
2014-15,Kayes,104003,1,1,1,,2,,,,2,2,,,1,,,2.302585093,
2014-15,Kayes,104006,3,,,1,2,2,1,1,1,,2,,1,,,2.63905733,
2014-15,Kayes,104009,1,,1,,3,1,,,1,1,1,1,,1,,2.397895273,
2014-15,Bamako,1040001,,,1,1,1,,1,,,,2,3,1,1,,2.397895273,
2014-15,Bamako,1040002,1,,,1,,,,1,,,,1,,,,1.386294361,
2014-15,Bamako,1040003,,,,1,,,,,,,,1,,,,0.6931471806,
2014-15,Bamako,1040004,,,,1,,1,,,,,,,1,,,1.098612289,
2014-15,Bamako,1040005,,1,2,,1,1,,1,1,1,,2,,1,,2.397895273,
2014-15,Bamako,1040006,,,,1,,2,,,2,,,3,1,,,2.197224577,
2014-15,Bamako,1040007,,,,1,1,,,1,,,,,,,,1.098612289,
2014-15,Bamako,1040008,2,,,,2,1,1,,2,,2,3,,1,,2.63905733,
2014-15,Bamako,1040009,1,1,,1,,1,,,1,,,,1,,,1.791759469,
2014-15,Bamako,1041001,,,,,,1,,,,,,,,,,,
2014-15,Bamako,1041002,1,,,,,2,1,,2,3,,,2,,,2.397895273,
2014-15,Bamako,1041003,1,1,,,1,,,,,,,1,,,,1.386294361,
2014-15,Bamako,1041004,,,1,,,1,,,1,2,,1,,,,1.791759469,
2014-15,Bamako,1041005,,,,1,1,,,,,,,1,1,,,1.386294361,
2014-15,Bamako,1041006,,1,,1,,1,,,,,1,,,1,,1.609437912,
2014-15,Bamako,1041007,,,,2,,1,,,1,,,1,,1,,1.791759469,
2014-15,Bamako,1041008,1,,,,,1,,1,,,,,,1,,1.386294361,
2014-15,Bamako,1041009,,1,,1,1,1,,1,,1,1,,1,,,2.079441542,
2014-15,Bamako,1042001,,,1,1,1,,,,1,1,,,1,,,1.791759469,
2014-15,Bamako,1042002,,,,,1,,,,,,,,1,,,0.6931471806,
2014-15,Bamako,1042003,,,,,,,,,,,,,1,,,,
2014-15,Bamako,1042004,,,,1,2,,1,,,2,,2,1,,,2.197224577,
2014-15,Bamako,1042005,,1,1,1,1,,,1,1,,,1,1,,,2.079441542,
2014-15,Bamako,1042006,,,,,1,,,,1,,,,1,,,1.098612289,
2014-15,Bamako,1042007,1,,,1,1,,,,,,,3,1,,,1.945910149,
2014-15,Bamako,1042008,,1,,1,3,2,,,,1,,1,,1,,2.302585093,
2014-15,Bamako,1042009,,,,1,2,,1,,,,1,1,,1,,1.945910149,
2014-15,Bamako,1043001,,1,,,1,,,1,,,1,2,2,,,2.079441542,
2014-15,Bamako,1043002,1,2,1,,1,,,,,,,,1,,,1.791759469,
2014-15,Bamako,1043003,,,,,,,,,,,,1,,,,,
2014-15,Bamako,1043004,2,,,,1,,,,1,,,1,,,,1.609437912,
2014-15,Bamako,1043005,,1,2,,,1,,,,1,,,,1,,1.791759469,
2014-15,Bamako,1043006,,,,,,,,,,,,1,,,,,
2014-15,Bamako,1043007,,,,,,1,,,,,,,1,,,0.6931471806,
2014-15,Bamako,1043008,,,,1,1,1,,,1,,1,,1,,,1.791759469,
2014-15,Bamako,1043009,,,,,,,,,,,,3,,,,1.098612289,
2014-15,Bamako,1044001,,,1,1,1,,,1,,,1,,1,,,1.791759469,
2014-15,Bamako,1044002,,1,,,,2,,,1,,2,1,,1,,2.079441542,
2014-15,Bamako,1044003,,,,1,1,,,1,,,,,,,,1.098612289,
2014-15,Bamako,1044004,,,,1,,1,,1,1,1,1,,1,,,1.945910149,
2014-15,Bamako,1044005,,1,,1,1,1,,,2,2,,2,,1,,2.397895273,
2014-15,Bamako,1044006,,,,,1,,,,1,,,1,,,,1.098612289,
2014-15,Bamako,1044007,,,,,1,,,1,,,,,1,2,,1.609437912,
2014-15,Bamako,1044008,,,,,,,,,,,2,,,,,0.6931471806,
2014-15,Bamako,1044009,,1,1,1,6,2,1,1,1,2,1,2,2,1,,3.091042453,
2014-15,Bamako,1045002,1,,,1,2,,1,,,,,1,1,,,1.945910149,
2014-15,Bamako,1045003,,,1,2,2,1,,,1,1,1,1,,1,,2.397895273,
2014-15,Bamako,1045004,2,,2,,1,1,,,,,,,,1,,1.945910149,
2014-15,Bamako,1045005,1,,,,,1,2,,,1,,,1,,,1.791759469,
2014-15,Bamako,1045006,1,,,1,1,1,,1,2,,,,1,,,2.079441542,
2014-15,Bamako,1045007,1,1,1,4,1,1,,1,1,,1,,1,,,2.564949357,
2014-15,Bamako,1045008,,,,1,,,1,,,,,,,,,0.6931471806,
2014-15,Bamako,1045009,,,,1,1,1,,,,,,1,,1,,1.609437912,
2014-15,Bamako,1046001,,3,,1,,1,,,,,,,1,,,1.791759469,
2014-15,Bamako,1046002,,,,,,,,,,,,1,,,,,
2014-15,Bamako,1046003,1,1,1,1,3,,,2,1,1,,1,1,1,,2.708050201,1
2014-15,Bamako,1046004,2,3,2,,1,2,,2,3,,2,,2,,,2.944438979,
2014-15,Bamako,1046005,1,1,,,1,,,,,,,1,,,,1.386294361,
2014-15,Bamako,1046006,,,,,1,,,1,1,,,1,1,,,1.609437912,
2014-15,Bamako,1046007,1,,,1,,,,,,,,,1,,,1.098612289,
2014-15,Bamako,1046008,,,,1,,,,1,1,,,,1,,,1.386294361,
2014-15,Bamako,1046009,1,,,,1,,,1,,,,,1,,,1.386294361,
2014-15,Bamako,1047001,,,,2,,1,,,,,1,,,1,,1.609437912,
2014-15,Bamako,1047002,,,1,,1,,,,2,1,,,1,,,1.791759469,
2014-15,Bamako,1047004,1,1,1,1,,1,,,,,,1,1,,,1.945910149,
2014-15,Bamako,1047005,1,2,1,,3,,1,,1,,,3,1,,,2.564949357,
2014-15,Bamako,1047006,1,,,1,1,1,,,1,,,2,,1,,2.079441542,
2014-15,Bamako,1047007,,,,,,1,,,,,,3,,1,,1.609437912,
2014-15,Bamako,1047008,1,,,1,5,1,1,,,1,1,2,1,1,,2.708050201,
2014-15,Bamako,1047009,,,,,1,,,,1,2,,,1,,,1.609437912,
2014-15,Bamako,1048001,,,,1,,1,,1,2,,,,,,,1.609437912,
2014-15,Bamako,1048002,,,,,1,,1,,,,,,,,,0.6931471806,
2014-15,Bamako,1048003,1,2,,3,,1,,1,2,,,,,1,,2.397895273,
2014-15,Bamako,1048004,,,,1,1,,,1,,,,,,,,1.098612289,
2014-15,Bamako,1048005,1,2,1,1,,1,,,,1,,,2,,,2.197224577,
2014-15,Bamako,1048006,,1,,,1,2,,1,,,1,2,1,1,,2.302585093,
2014-15,Bamako,1048007,,,,2,,1,,,,,,,,,,1.098612289,
2014-15,Bamako,1048008,,1,,1,,1,,,,,3,2,,1,,2.197224577,
2014-15,Bamako,1048009,1,2,1,2,,1,,,,,,,,1,,2.079441542,
2014-15,Bamako,1049001,,,,,,,,,,,,3,,,,1.098612289,
2014-15,Bamako,1049002,1,3,2,,2,1,1,,,,1,1,1,,,2.564949357,
2014-15,Bamako,1049003,1,,,2,2,,1,,,2,1,2,1,1,,2.564949357,
2014-15,Bamako,1049004,,,,,1,,,,,,,1,,,,0.6931471806,
2014-15,Bamako,1049005,1,,,1,1,,,,,,,,,1,,1.386294361,
2014-15,Bamako,1049006,,,,1,,1,,2,,,,,1,,,1.609437912,
2014-15,Bamako,1049007,,1,,1,,1,,1,,,,1,1,,,1.791759469,
2014-15,Bamako,1049008,,,,1,1,1,,,,1,,,,,,1.386294361,
2014-15,Bamako,1049009,,,1,1,2,,1,,,,,1,,1,,1.945910149,
2014-15,Bamako,1050001,1,1,1,2,,1,,,1,,,,,1,,2.079441542,
2014-15,Bamako,1050002,,,,,3,1,,,,,,2,,1,,1.945910149,
2014-15,Bamako,1050004,,,,,,1,,1,1,,,2,1,,,1.791759469,
2014-15,Bamako,1050005,1,1,,,2,,,,,1,,,1,,,1.791759469,
2014-15,Bamako,1050006,,2,,,3,1,1,,1,,,1,,1,,2.302585093,
2014-15,Bamako,1050007,1,2,,,3,2,1,,1,2,1,6,,1,,2.995732274,
2014-15,Bamako,1050008,,,,,,,,,,,,,1,,,,
2014-15,Bamako,1050009,1,,,,4,,,,1,,,,2,1,,2.197224577,
2014-15,Bamako,1051001,2,1,,,1,1,,1,,,,3,2,1,,2.48490665,
2014-15,Bamako,1051002,,1,,,,1,,,1,,,,1,,,1.386294361,
2014-15,Bamako,1051003,1,1,1,,1,,1,,,2,1,1,1,,,2.302585093,
2014-15,Bamako,1051005,,2,2,2,,1,,1,,,,1,,1,,2.302585093,
2014-15,Bamako,1051006,1,,1,,,1,,,,,,,,,,1.098612289,
2014-15,Bamako,1051007,1,3,,,2,3,,,2,1,,2,1,,,2.708050201,
2014-15,Bamako,1051008,1,,,,,1,,,,,,1,,,,1.098612289,
2014-15,Bamako,1052001,,,1,1,,1,,,,,,1,1,,,1.609437912,
2014-15,Bamako,1052002,1,1,,2,1,3,1,1,1,1,2,1,5,2,,3.091042453,
2014-15,Bamako,1052003,,,,1,1,,,1,1,,,,1,,,1.609437912,
2014-15,Bamako,1052005,,,,1,,,2,,,,,,,,,1.098612289,
2014-15,Bamako,1052006,1,,,2,2,1,2,,,,2,2,,1,,2.564949357,
2014-15,Bamako,1052007,1,,1,1,2,,1,,,,,3,,,,2.197224577,
2014-15,Bamako,1052008,,,,,,,,,,,,,1,,,,
2014-15,Bamako,1052009,1,1,1,,,1,,,,,,,1,,,1.609437912,
2014-15,Bamako,1053001,1,1,,,1,,,,1,,,,1,,,1.609437912,
2014-15,Bamako,1053002,,,1,1,,1,,,2,1,,,,1,,1.945910149,
2014-15,Bamako,1053003,,1,,1,1,,1,,,,1,3,,1,,2.197224577,
2014-15,Bamako,1053004,,,,2,1,1,,,,,1,3,,1,,2.197224577,
2014-15,Bamako,1053005,1,2,,,,,1,1,1,,1,,,1,,2.079441542,
2014-15,Bamako,1053006,,,1,1,,,,,,,,1,,,,1.098612289,
2014-15,Bamako,1053007,,,1,,1,,,,,,,1,,,,1.098612289,
2014-15,Bamako,1053008,,,,1,2,1,,1,,2,,,1,,,2.079441542,
2014-15,Bamako,1053009,1,,,,1,,,1,,,,1,,,,1.386294361,
2014-15,Bamako,1054001,,,,2,1,1,,,,1,,,,1,,1.791759469,
2014-15,Bamako,1054002,,1,1,1,1,,,1,,,,,1,,,1.791759469,
2014-15,Bamako,1054003,1,,1,,,1,,,2,1,,,1,,,1.945910149,
2014-15,Bamako,1054004,,,,1,,,,1,,,,,1,,,1.098612289,
2014-15,Bamako,1054005,1,1,1,,1,,,,1,,1,,1,,,1.945910149,
2014-15,Bamako,1054006,,2,1,1,,1,1,,2,,,,,1,,2.197224577,
2014-15,Bamako,1054007,1,,1,1,2,1,,,3,,1,1,2,,,2.564949357,
2014-15,Bamako,1054008,,,,1,,,,,,,,1,,,,0.6931471806,
2014-15,Bamako,1054009,1,,,,1,,,1,1,,1,1,,,,1.791759469,
2014-15,Bamako,1055001,,1,1,1,1,1,,1,1,,,,1,,,2.079441542,
2014-15,Bamako,1055002,1,2,,,1,,,1,,,,,1,,,1.791759469,
2014-15,Bamako,1055003,1,,2,3,1,1,4,,2,2,3,5,,2,,3.258096538,
2014-15,Bamako,1055004,,,1,,1,1,1,,1,,1,3,1,,,2.302585093,
2014-15,Bamako,1055005,1,,,,1,,,,,,,1,,,,1.098612289,
2014-15,Bamako,1055007,,,1,,2,1,,3,1,,,,,,,2.079441542,
2014-15,Bamako,1055008,,1,1,1,1,1,1,,1,,,,1,,,2.079441542,
2014-15,Bamako,1055009,,,,,1,,1,1,1,,,,,,,1.386294361,
2014-15,Bamako,1056001,,2,1,1,2,2,1,,,2,1,3,2,,,2.833213344,
2014-15,Bamako,1056002,,,1,,,3,1,1,1,1,,2,1,,,2.397895273,
2014-15,Bamako,1056003,1,,,,1,,,,,,,1,,,,1.098612289,
2014-15,Bamako,1056004,3,2,1,2,6,2,1,2,6,2,3,4,4,,,3.63758616,
2014-15,Bamako,1056005,,1,,1,1,,1,,,,1,2,,1,,2.079441542,
2014-15,Bamako,1056006,2,,,,1,,,,1,,,,1,,,1.609437912,
2014-15,Bamako,1056007,1,,,3,1,1,,1,2,1,,2,2,,,2.63905733,
2014-15,Bamako,1056008,,1,1,1,,1,1,2,1,,2,1,2,,,2.564949357,
2014-15,Bamako,1056009,,,,1,,,,1,,,,1,,,,1.098612289,
